filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
blues.00002.wav_segment_1,0.38371664,0.16630329,1338.9885133971134,1661.1541102143806,2666.141826923077,0.05928485576923077,-105.128044,153.00507,-22.927998,35.25431,-17.695719,24.908382,-9.744454,15.666275,-10.367274,7.986926,-11.890582,7.510889,-8.255494,-1.1292902,-9.4328985,3.6085103,-7.4433784,-0.4547179,-1.2418494,-0.6602387,blues
blues.00002.wav_segment_2,0.38001522,0.17548147,1593.0194267063089,1784.0133391190109,3226.9989483173076,0.07430889423076924,-83.25113,142.12819,-30.3034,35.717113,-20.404427,29.213446,-16.108995,12.687151,-13.43153,10.879907,-13.157647,5.04434,-9.0982485,1.1635946,-6.6485443,4.4944243,-8.332792,-3.1355374,-4.455408,-1.460372,blues
blues.00002.wav_segment_3,0.3978701,0.17693044,1441.000414097492,1700.3303005420837,2867.14599609375,0.06526442307692308,-88.02341,150.99794,-29.062712,36.477337,-17.882963,26.736174,-12.467896,15.847001,-12.951345,10.948147,-12.717252,8.337904,-10.306962,-0.77799857,-9.803996,5.7551403,-5.471081,2.9605079,-0.2927607,-1.1415004,blues
blues.00002.wav_segment_4,0.3588177,0.1831227,1541.7736511459336,1728.5624129863452,3059.6197040264424,0.0767578125,-84.7229,145.08948,-32.415356,36.778206,-18.719147,27.204977,-14.705687,12.00273,-12.985918,9.031216,-16.784897,3.7932072,-8.555327,-3.3069508,-11.582589,1.4901959,-9.833849,-2.028124,-4.452122,-3.2417374,blues
blues.00002.wav_segment_5,0.36463812,0.15149164,1597.0947116478544,1734.2386522319277,3177.7210411658652,0.07379432091346154,-119.63975,137.89902,-31.705048,40.965294,-14.782079,26.421785,-17.771376,7.08148,-14.896575,8.298197,-17.935036,2.2926097,-8.342341,-0.68995786,-9.002245,4.0928473,-9.989467,-2.6970935,-2.3435512,-0.9916065,blues
blues.00002.wav_segment_6,0.30007154,0.16930053,1400.0893050091665,1522.6553750855903,2560.215031550481,0.07764423076923077,-104.81032,155.34654,-41.25615,27.776747,-13.8875885,23.293821,-12.310532,9.691222,-11.89689,9.248568,-13.3566065,4.151188,-6.216019,-2.9555871,-11.414572,-0.28330424,-11.9817095,-6.299613,-7.894273,-0.48302093,blues
blues.00002.wav_segment_7,0.3613405,0.18925203,1549.1415878874639,1788.295599706684,2927.107684795673,0.07825270432692308,-73.82578,142.6421,-31.614502,27.729744,-11.385503,27.569752,-17.430618,16.631315,-14.272472,16.795746,-13.403617,12.295182,-13.379475,4.5291624,-13.060948,0.7939087,-10.630082,0.8716529,-5.4255815,1.0772971,blues
blues.00002.wav_segment_8,0.33415723,0.1952848,1705.729335793462,1882.2820233451557,3325.886042668269,0.08994891826923077,-73.82685,131.04564,-31.19252,29.466301,-11.447402,29.540466,-19.931396,14.951153,-15.742937,15.950974,-14.038167,12.093907,-15.046364,2.6536725,-12.938306,4.834583,-7.569892,2.2111464,-6.698001,-2.3668482,blues
blues.00002.wav_segment_9,0.392612,0.18654276,1678.9369732406558,1901.8428306908722,3283.6478365384614,0.08280874399038461,-73.762764,132.78491,-28.6811,26.587727,-10.046905,29.1624,-13.088041,20.571093,-10.962212,15.716758,-12.978651,12.364654,-12.233209,4.618229,-8.7572565,6.3631773,-7.36189,1.8467839,-6.508485,-1.9774361,blues
blues.00003.wav_segment_0,0.37080756,0.13939622,860.8846906179639,1375.8784220354598,1636.0265174278845,0.02470703125,-228.2259,157.79218,5.6490083,25.817139,7.1383743,9.392559,1.0389259,8.889496,1.6759263,7.8269196,2.7244673,4.6874337,-1.7626294,-0.6028382,-0.8691317,1.7609982,1.9301164,3.0338778,-0.12585543,-4.150959,blues
blues.00003.wav_segment_1,0.39252833,0.1468267,942.6433346486912,1395.3119758670873,1853.5946890024038,0.031982421875,-217.84048,158.71727,-2.333282,31.021568,3.9162817,9.373767,0.74034804,11.844784,1.9400452,10.509805,2.5555875,2.676301,-3.3539517,0.3118001,-2.3634996,-0.08857353,-0.9433325,1.2479025,2.7607074,-0.81684244,blues
blues.00003.wav_segment_2,0.4219823,0.13835426,900.400091558422,1368.5727148694623,1702.19970703125,0.02808368389423077,-218.82231,164.61838,0.8249601,24.815779,4.9752703,7.42095,-0.55995375,13.253538,2.5286202,8.639395,2.8177073,5.6371946,-1.1707169,-3.422691,-8.544189,-2.6476755,0.8988916,4.188697,2.2572734,-1.5912759,blues
blues.00003.wav_segment_3,0.44494918,0.12884751,1127.1087916883746,1671.9690146406049,2401.1177884615386,0.03407451923076923,-196.94183,150.69814,8.545904,28.453493,-2.4313195,15.928345,-10.882599,10.685408,2.3306313,11.208479,-1.4194949,6.7678432,-5.283739,1.9372264,-1.1856229,1.0105851,-3.2291036,-0.85773367,-1.2572489,-0.9949049,blues
blues.00003.wav_segment_4,0.40185997,0.12502758,1239.708351183453,1748.8817188046532,2735.79345703125,0.03943434495192308,-196.39102,145.96812,2.6028473,21.712894,1.0115039,16.538733,-11.261361,7.9551196,-1.5328811,8.158581,-5.8623466,7.4878783,-3.7688665,2.1763875,-0.8951113,0.6704231,-2.101617,-2.1506798,-3.4299757,-2.254181,blues
blues.00003.wav_segment_5,0.39985403,0.15154284,1252.8360546297338,1809.9303827977046,2760.556640625,0.04011042668269231,-179.01315,141.68002,11.105156,30.586521,-1.0008432,22.813158,-12.34178,5.7679586,-7.1309614,11.972215,-7.5178638,7.4232583,-5.020018,-2.7199097,-2.1615043,1.029714,-7.60221,0.18461077,-2.1855812,-5.550939,blues
blues.00003.wav_segment_6,0.42884192,0.14570442,1034.5049668284294,1579.285366415243,2013.685772235577,0.032481971153846156,-194.03888,152.136,0.49105623,29.050682,-0.03355619,14.435468,-3.2346153,13.336794,-1.1093444,7.840331,-4.498034,7.5206165,-2.8653371,-0.8743306,-1.4416802,0.93610656,-4.6608973,2.1839323,-0.77636194,-3.6098135,blues
blues.00003.wav_segment_7,0.40750486,0.14412786,1079.4736775372132,1665.686580904098,2149.096491887019,0.03104717548076923,-195.07039,146.90526,5.5252104,27.692785,-2.2019835,15.168723,-4.195999,13.326894,-3.545405,8.21375,-3.942948,4.979474,-1.2008748,-3.0439644,-4.327844,-0.1687352,-6.3545513,0.4666525,2.4607759,-2.2343233,blues
blues.00003.wav_segment_8,0.4287193,0.1331383,1216.1579974640233,1732.8694545246312,2533.2157076322114,0.03777043269230769,-186.48546,144.61917,4.343557,27.581236,-3.3775127,19.647104,-5.3908887,7.102081,-2.3593855,9.219421,-6.805845,7.1770687,-0.7207265,-3.3796334,-7.028828,4.6900806,-4.9531183,-0.85732776,-3.6978784,-5.7168493,blues
blues.00003.wav_segment_9,0.38919035,0.14936453,1071.8311483260368,1680.982245801403,2117.707707331731,0.03036358173076923,-192.60194,149.38005,9.228434,31.382118,1.6387702,19.443998,-7.6507454,6.6356926,-4.818709,2.8530645,-14.113302,10.22844,-2.1833327,2.2104552,-1.7973121,2.604578,-7.274424,0.7719641,-2.334312,-6.0705857,blues
blues.00004.wav_segment_0,0.3083237,0.080157325,1547.556147657305,1583.19089042076,2929.4266451322114,0.08600886418269231,-180.68205,148.57852,-41.67661,27.568743,-32.905865,14.444768,-28.373001,-0.09562754,-14.374341,3.1241226,-19.206314,2.7877991,-10.353668,-2.3442397,-12.900601,-6.546219,-8.452252,3.7384593,-8.596152,-13.3148365,blues
blues.00004.wav_segment_1,0.29731724,0.11239076,2392.1745364197973,1972.661443037855,4549.386080228365,0.14799429086538463,-145.16759,97.38464,-29.251146,27.781134,-38.801308,18.422613,-23.68818,7.633825,-18.514906,6.8186903,-17.507393,-6.011528,-3.5109134,-7.703283,-8.970676,1.176579,-10.232919,-0.0161715,-2.0531433,-13.687697,blues
blues.00004.wav_segment_2,0.3442493,0.09707295,2097.7099315184428,1966.3563352334043,4234.5872145432695,0.1077411358173077,-156.31854,114.52222,-31.78561,26.00409,-41.679966,15.912338,-25.073128,11.41512,-19.031311,6.33157,-18.427366,-1.7604784,-6.1359625,-7.6612706,-11.886393,1.9679255,-8.634993,-3.0652354,-2.5503955,-9.340948,blues
blues.00004.wav_segment_3,0.2738371,0.10198926,1991.791384037364,1769.289529742031,3914.073768028846,0.11609450120192308,-142.38309,124.53798,-46.32361,27.456776,-43.158985,14.456864,-25.302551,5.110762,-13.242239,8.854943,-16.042244,-3.0352905,-10.612055,-5.67648,-10.32032,-0.65263146,-7.044012,0.84746075,-6.4515557,-13.290082,blues
blues.00004.wav_segment_4,0.27533764,0.10677707,1776.8239078671138,1629.9833813304363,3373.259089543269,0.10813551682692307,-155.75905,133.40192,-51.807083,26.382076,-31.07906,15.403775,-28.017345,-0.7774936,-11.73128,1.2594068,-14.601768,5.6113253,-7.809671,-2.5522175,-15.000492,-6.91068,-4.916007,4.230691,-8.499821,-14.423754,blues
blues.00004.wav_segment_5,0.34715706,0.07354806,1982.5605914803593,1919.2332121334416,4111.8479567307695,0.09830603966346153,-164.8122,122.888336,-39.31686,31.47495,-40.0759,19.062311,-26.989471,9.514466,-17.429462,6.9806595,-16.377134,1.0237734,-13.374587,-5.1048555,-12.0542965,-0.8659351,-7.550355,-0.11894355,-5.380807,-9.0555725,blues
blues.00004.wav_segment_6,0.28123066,0.0694237,1380.3231753477992,1552.071210375021,2544.3135892427886,0.06806640625,-213.26755,153.47433,-31.731182,20.856003,-22.834795,9.190382,-27.627565,-0.14096157,-11.918275,1.0835278,-16.461157,1.3458902,-11.664876,-5.9187465,-8.962843,-7.659821,-3.789736,-1.3638235,-6.3823047,-5.496394,blues
blues.00004.wav_segment_7,0.32939258,0.094959356,1830.7203807415044,1797.243799387441,3668.18115234375,0.09195087139423076,-151.49312,131.0319,-42.07047,25.51063,-41.411922,16.84399,-30.002619,6.13798,-15.554875,4.3552537,-14.329939,3.7706876,-9.17885,-5.674049,-13.331799,-1.8751254,-6.070002,-0.06880012,-4.594678,-7.6020985,blues
blues.00004.wav_segment_8,0.30624986,0.09085492,1561.2226556431506,1559.2330024014052,2842.9625525841348,0.08560321514423076,-170.21967,145.65694,-43.70807,21.605139,-30.976353,9.492808,-26.641407,0.11443696,-15.914746,2.5788352,-15.7642765,-2.4602737,-9.398898,-3.2195077,-10.015076,-5.463901,-5.023251,-0.32602832,-4.446629,-10.8601,blues
blues.00004.wav_segment_9,0.32282445,0.08265884,1796.0177098025192,1756.8327054542801,3647.8902493990386,0.09482421875,-158.28677,136.60292,-42.322845,29.964607,-43.75311,16.6798,-30.98797,4.2930584,-15.654382,4.999025,-12.983795,0.048170716,-13.414231,-5.615557,-9.34499,0.34487462,-7.8228674,0.45615527,-5.724231,-11.043262,blues
blues.00005.wav_segment_0,0.30415237,0.073900916,1148.451465588671,1481.6406469365697,2284.4243915264424,0.049447866586538464,-246.07567,162.99629,-7.9002647,33.968647,-18.322994,10.611112,-23.583687,2.864671,-4.69436,4.0734553,-13.971253,-5.0048175,-10.499554,-3.9164984,-7.1910534,-4.9124804,0.80948913,-3.503603,-4.32975,-6.7947254,blues
blues.00005.wav_segment_1,0.3274021,0.079902165,1216.5883046490762,1433.4909199282097,2248.3148662860576,0.05775240384615385,-206.25189,166.17316,-26.741768,25.52838,-21.273575,11.235829,-22.421774,4.30246,-12.52095,-0.5592362,-12.018729,1.2620559,-14.63633,-9.384118,-7.582503,-7.320285,2.8163834,-2.1327422,-4.02888,-4.9817505,blues
blues.00005.wav_segment_2,0.29870507,0.15611884,3193.171280493216,2195.261672385313,5735.4514723557695,0.19065504807692307,-142.352,43.85604,-25.799011,43.40938,-43.37052,32.49597,-32.23031,12.42469,-22.694813,7.401492,-16.803816,3.916848,-3.1033862,-10.889011,-4.447169,6.2636585,-12.06288,-5.0259275,0.20605741,-12.783691,blues
blues.00005.wav_segment_3,0.29796267,0.124335095,2127.6984168601834,1776.6802815226474,3853.9464393028848,0.12116135817307692,-144.40216,112.37802,-27.454187,37.61472,-35.471127,17.843393,-28.104343,11.350927,-16.651539,0.4965879,-17.958939,-0.42736804,-11.535706,-10.186527,-8.796747,-7.3374248,-1.43588,-2.2563303,-1.4242702,-7.072413,blues
blues.00005.wav_segment_4,0.3237297,0.07242385,2447.9240579963607,2095.2247213846676,4751.549729567308,0.11474233774038461,-242.44066,72.43433,-8.880556,66.78525,-8.689684,28.318779,-22.828106,16.143148,-6.6771593,4.855198,-15.029386,-1.6678168,-9.276811,-7.0419593,-6.9604006,-1.0410408,-9.490373,-3.1903973,-1.231995,-5.3237376,blues
blues.00005.wav_segment_5,0.28727415,0.08683492,1149.294466916081,1382.291198650355,2070.334660456731,0.05363957331730769,-209.12494,168.50742,-21.517405,26.181234,-19.932095,12.402787,-22.484308,1.1272143,-9.68113,1.8986809,-13.138112,-2.1976047,-14.018442,-8.397331,-4.938743,-8.264868,1.4301643,-3.3389685,-4.6184173,-7.1820793,blues
blues.00005.wav_segment_6,0.29001507,0.09334058,1400.361609261418,1601.0368031012258,2739.2718975360576,0.06339017427884615,-172.5856,150.06099,-32.25085,33.09567,-23.333015,13.4954,-23.418972,7.932309,-13.580972,2.122653,-13.268149,-0.24085541,-18.412918,-10.869166,-4.816456,-9.491085,1.0126029,-1.6006075,-1.7645928,-9.185047,blues
blues.00005.wav_segment_7,0.31928867,0.15800981,2622.1523400997153,2192.7668523531743,5276.048865685096,0.13744365985576923,-105.16042,90.40515,-16.420033,36.760723,-43.385906,26.16855,-32.522274,8.187418,-23.281998,1.2957734,-18.804605,3.5542653,-3.9725568,-10.870343,-1.2837937,0.43200326,-8.387641,-3.977399,-2.4980087,-10.459306,blues
blues.00005.wav_segment_8,0.2791666,0.084973596,1644.8241862524656,1674.6314526276426,3216.729266826923,0.07874849759615385,-191.75299,128.57828,-36.985195,34.08997,-34.409904,13.34685,-23.962173,10.657022,-5.3832474,7.4676805,-14.557871,3.299281,-17.572325,-2.3806956,-3.271839,-4.89843,-0.8861228,2.680795,-8.192623,-10.314575,blues
blues.00005.wav_segment_9,0.3141428,0.09845079,1362.493195558517,1494.2821552703892,2594.7509765625,0.06482496995192308,-169.51671,158.03683,-37.095795,32.760975,-29.073145,10.011556,-28.640137,4.816227,-14.151528,0.0032098624,-16.50257,2.033993,-14.338004,-6.0791373,-4.4942675,-8.263761,0.5605538,-1.5473875,-3.6461656,-7.64698,blues
blues.00006.wav_segment_0,0.26481307,0.18320623,1781.3471465649347,1577.6333557611754,3482.4158653846152,0.08476186899038461,-154.91626,111.514305,-47.34303,42.906227,-2.8727596,6.3438034,-25.06562,-2.4343426,-12.02834,-7.7751055,-13.406673,1.4493797,-7.853641,-13.158744,-7.266079,-7.7205844,-11.297014,-8.3726635,-6.9322133,-9.567271,blues
blues.00006.wav_segment_1,0.2712926,0.062474895,1139.5190143979983,1315.8998553671572,2388.694786658654,0.04173302283653846,-291.3678,157.38466,-30.712528,35.657246,18.24107,-0.86661,-15.730688,0.7296303,-4.5733438,-6.0787516,-6.5924478,-2.3888226,-6.3931885,-8.407414,-4.310459,-10.313202,-13.167231,-7.308037,-1.7769867,-9.290167,blues
blues.00006.wav_segment_2,0.27165624,0.09181345,919.4300220064063,1104.80834462882,1772.6795372596155,0.03787560096153846,-284.87387,177.0414,-27.705318,25.785053,30.609545,-6.217444,-15.97018,0.044412233,-4.4289417,-7.6989346,-8.213916,-6.7699566,-6.449464,-4.307818,-4.0120697,-7.647031,-7.0503764,-6.149624,-7.5770235,-8.072587,blues
blues.00006.wav_segment_3,0.3143412,0.10895917,1000.809537176487,1043.7725460501063,1869.1648512620193,0.04365985576923077,-239.47806,184.75516,-49.278896,29.888123,24.644678,-11.28757,-20.119343,0.16625753,-5.8374286,-8.330148,-6.8830943,-5.0688033,-2.746861,-3.3417122,-5.851658,-10.875622,-9.027017,-5.881343,-5.9662147,-8.79215,blues
blues.00006.wav_segment_4,0.31255242,0.14793806,1719.2161567113803,1783.7020451168287,3504.445988581731,0.073583984375,-189.07399,107.50522,-17.39347,28.182451,-19.585539,8.73407,-13.729882,9.235061,-9.3683605,0.65382516,-10.128035,0.59907556,-2.3299997,-12.217484,0.37783667,-3.9538627,-8.285158,-5.7969465,-1.8622022,-4.727105,blues
blues.00006.wav_segment_5,0.27077836,0.13583504,1284.7863407101831,1142.5661100557995,2340.327899639423,0.08052884615384616,-202.15253,171.76073,-64.81489,41.50455,23.139751,-7.081327,-25.421019,-2.9666505,-6.4921565,-4.947069,-9.047619,-4.927187,-7.523463,-9.827415,-13.480662,-16.832594,-12.846338,-6.753249,0.053613987,-0.7357006,blues
blues.00006.wav_segment_6,0.27151713,0.15028185,2078.365155560997,1798.1895760158725,3960.2045147235576,0.09338566706730769,-178.20009,91.616104,-34.531746,58.862965,-6.8462896,12.844137,-29.29442,5.671521,-10.941509,0.48887387,-13.83412,-1.8808197,-7.6146636,-12.538906,-3.7148163,-6.422397,-12.136627,-9.551699,-4.4544725,-7.6899395,blues
blues.00006.wav_segment_7,0.33860058,0.16478284,1299.613541605494,1184.9896458122623,2341.5701998197114,0.07994666466346154,-170.79327,171.9943,-65.3078,41.30967,21.127337,-4.6800914,-25.719238,-1.5547924,-6.0591016,-3.0436268,-7.135414,-5.1514077,-8.766472,-11.29413,-12.637406,-17.390123,-14.5233965,-6.4622674,-2.9222722,-6.4900126,blues
blues.00006.wav_segment_8,0.29958466,0.21707629,1741.046512664586,1556.870836953324,3303.524639423077,0.0882098858173077,-128.85516,124.190056,-57.96486,38.708275,-13.702067,1.365681,-22.87606,6.110762,-16.599117,2.387429,-8.529831,-3.5128644,-3.6517656,-13.993992,-10.757185,-5.6582217,-8.911544,-5.029266,-1.9239503,-8.367738,blues
blues.00006.wav_segment_9,0.31338343,0.14641926,1679.8534670158222,1486.8031845125163,3073.533466045673,0.09840369591346154,-163.4002,132.98782,-63.796093,49.545574,2.5119395,14.374328,-29.169577,4.223614,-3.6998708,-6.3510284,-4.735162,1.827137,-15.601784,-8.803149,-4.5708075,-12.005439,-12.8919325,-7.7592263,0.34070134,-3.277921,blues
blues.00007.wav_segment_0,0.38770044,0.0818172,1447.7147095745972,1754.405210661663,2957.58544921875,0.05292217548076923,-202.26833,140.106,-27.411297,36.943367,1.9740639,23.973911,-25.867393,19.808655,-13.893503,0.4399042,-4.51246,-3.9034145,-5.249878,-8.505508,-8.583917,-8.747399,-8.889569,-13.747006,-2.9335155,-4.3067846,blues
blues.00007.wav_segment_1,0.3289934,0.09968472,1275.1877778235823,1567.695576897936,2694.3834510216348,0.04788536658653846,-204.73543,144.6183,-21.158936,36.482296,8.211338,11.240777,-17.922754,11.691855,-7.840762,-4.7320313,-6.1965685,-9.028043,0.5748711,-7.1320415,-7.867328,-7.6512733,-7.613043,-14.884122,-7.087729,-5.1042137,blues
blues.00007.wav_segment_2,0.23650317,0.13865077,947.7401454453862,1175.7995218584927,1954.5522836538462,0.04138746995192308,-211.61371,168.39714,-28.555399,35.381447,28.54822,7.615317,-17.812471,-0.7052982,-8.678801,-12.738315,-6.4494042,-6.952786,-0.7867819,-6.2271886,-9.738617,-9.764622,-13.550331,-10.767154,-10.456043,-12.911646,blues
blues.00007.wav_segment_3,0.3202666,0.1184341,1961.8292630844126,1899.0817994197512,4070.106670673077,0.07998046875,-173.45308,105.62551,-31.884506,48.708046,-9.068512,20.897776,-29.846582,7.4373083,-16.649801,-0.8765423,-12.685132,-1.078743,-5.187041,-5.005621,-5.0305943,-0.90575725,-11.512113,-10.853711,1.6971203,-7.8188553,blues
